AaaronBurbridge,Aaaron,Burbridge,,,,,,
SamHavrilak,Sam,Havrilak,,,,,,
SamHuff,Sam,Huff,,,,,,
SamHurd,Sam,Hurd,,,,,,
SamkonGado,Samkon,Gado,,,,,,
SammieStroughter,Sammie,Stroughter,,,,,,
SammieWhite,Sammie,White,,,,,,
SammyBaugh,Samual,Baugh,Adrian,,Sammy,Sligin Sammy,3/17/1914,12/17/2008
SammyMorris,Sammy,Morris,,,,,,
SamRice,Sam,Rice,,,,,,
SamRutigliano,Sam,Rutigliano,,,,,,
SamShade,Sam,Shade,,,,,,
SamShields,Sam,Shields,,,,,,
SamThompson,Sam,Thompson,,,,,,
SamWyche,Sam,Wyche,,,,,,
SandyDurko,Sandy,Durko,,,,,,
SandyKoufax,Sandy,Koufax,,,,,,
SantanaMoss,Santana,Moss,,,,,,
SantonioHolmes,Santonio,Holmes,,,,,,
SatchelPaige,Satchel,Paige,,,,,,
ScottChandler,Scott,Chandler,,,,,,
ScottHunter,Scott,Hunter,,,,,,
ScottiePippen,Scottie,Pippen,,,,,,
ScottLaidlaw,Scott,Laidlaw,,,,,,
ScottLinehan,Scott,Linehan,,,,,,
ScottNorwood,Scott,Norwood,,,,,,
ScottShanle,Scott,Shanle,,,,,,
ScottyMcKnight,Scotty,McKnight,,,,,,
SeanCanfield,Sean,Canfield,,,,,,
SeanGilbert,Sean,Gilbert,,,,,,
SeanJones,Sean,Jones,,,,,,
SeanJonesCle,Sean,Jones (Cle),,,,,,
SeanLee,Sean,Lee,,,,,,
SeanMcDermott,Sean,McDermott,,,,,,
SeanMcVay,Sean,McVay,,,,,,
SeanPayton,Sean,Payton,,,,,,
SeanSmith,Sean,Smith,,,,,,
SeanTaylor,Sean,Taylor,,,,,,
SeanWeatherspoon,Sean,Weatherspoon,,,,,,
SedrickEllis,Sedrick,Ellis,,,,,,
SenacaWallace,Senaca,Wallace,,,,,,
SenDerrickMarks,SenDerrick,Marks,,,,,,
SethJoyner,Seth,Joyner,,,,,,
SeyiAjirotutu,Seyi,Ajirotutu,,,,,,
ShahidKhan,Shahid,Khan,,,,,,
ShaneCarver,Shane,Carver,,,,,,
ShaneCollins,Shane,Collins,,,,,,
ShaneConlan,Shane,Conlan,,,,,,
ShaneLechler,Shane,Lechler,,,,,,
ShaneVereen,Shane,Vereen,,,,,,
ShannonSharpe,Shannon,Sharpe,,,,,,
ShaunAlexander,Shaun,Alexander,,,,,,
ShaunHill,Shaun,Hill,,,,,,
ShaunKing,Shaun,King,,,,,,
ShaunMcDonald,Shaun,McDonald,,,,,,
ShaunPhillips,Shaun,Phillips,,,,,,
ShaunRogers,Shaun,Rogers,,,,,,
ShawnAndrews,Shawn,Andrews,,,,,,
ShawneMerriman,Shawne,Merriman,,,,,,
ShawnSprings,Shawn,Springs,,,,,,
ShermanWhite,Sherman,White,,,,,,
ShermanWilliams,Sherman,Williams,,,,,,
ShoneGreene,Shone,Greene,,,,,,
ShortyRay,Hugh,Ray,,,,Shorty,,
SidGillman,Sid,Gillman,,,,,,
SidLuckman,Sid,Luckman,,,,,,
SidneyJohnson,Sidney,Johnson,,,,,,
SidneyRice,Sidney,Rice,,,,,,
SimeonRice,Simeon,Rice,,,,,,
SimonFletcher,Simon,Fletcher,,,,,,
SinoriceMoss,Sinorice,Moss,,,,,,
SiranStacy,Siran,Stacy,,,,,,
SirRobertWatsonWatt,Sir Robert,Watson-Watt,,,,,,
SkipButler,Skip,Butler,,,,,,
SkipHicks,Skip,Hicks,,,,,,
SkipVanderbundt,Skip,Vanderbundt,,,,,,
SkylerGreen,Skyler,Green,,,,,,
SolomanFreeman,Soloman,Freeman,,,,,,
SolWhite,Sol,White,,,,,,
SonnyJurgensen,Christian,Jurgensen,,,,Sonny,,
SparkyAnderson,Sparky,Anderson,,,,,,
SpeedyDuncan,Speedy,Duncan,,,,,,
SpeedyThomas,Speedy,Thomas,,,,,,
SpencerHavner,Spencer,Havner,,,,,,
SpiderLockhart,Spider,Lockhart,,,,,,
SpikeJones,Spike,Jones,,,,,,
StanCoveleski,Stan,Coveleski,,,,,,
StanHumphries,Stan,Humphries,,,,,,
StanJones,Stan,Jones,,,,,,
StanKroenke,Stan,Kroenke,,,,,,
StanleyMorgan,Stanley,Morgan,,,,,,
StanleyRichard,Stanley,Richard,,,,,,
StanMusial,Stan,Musial,,,,,,
StefanLefors,Stefan,Lefors,,,,,,
StephenAlexander,Stephen,Alexander,,,,,,
StephenDavis,Stephen,Davis,,,,,,
StephenHill,Stephen,Hill,,,,,,
StephenMcGee,Stephen,McGee,,,,,,
StephenMRoss,Stephen,Ross,M,,,,,
StephenPaea,Stephen,Paea,,,,,,
StephenStrasburg,Stephen,Strasburg,,,,,,
StephenTulloch,Stephen,Tulloch,,,,,,
SterlingPalmer,Sterling,Palmer,,,,,,
SterlingSharpe,Sterling,Sharpe,,,,,,
StevanRidley,Stevan,Ridley,,,,,,
SteveAtwater,Steve,Atwater,,,,,,
SteveBartkowski,Steve,Bartkowski,,,,,,
SteveBeurlin,Steve,Beurlin,,,,,,
SteveBisciotti,Steve,Bisciotti,,,,,,
SteveBono,Steve,Bono,,,,,,
SteveBreaston,Steve,Breaston,,,,,,
SteveCarlton,Steve,Carlton,,,,,,
SteveChomyszak,Steve,Chomyszak,,,,,,
SteveCox,Steve,Cox,,,,,,
SteveDeBerg,Steve,DeBerg,,,,,,
SteveDelong,Steve,Delong,,,,,,
SteveFolsom,Steve,Folsom,,,,,,
SteveFrancis,Steve,Francis,,,,,,
SteveGrogan,Steve,Grogan,,,,,,
SteveHutchinson,Steve,Hutchinson,,,,,,
SteveJohnson,Steve,Johnson,,,,,,
SteveLargent,Steve,Largent,,,,,,
SteveMariucci,Steve,Mariucci,,,,,,
SteveMcNair,Steve,McNair,,,,,,
StevenJackson,Steven,Jackson,,,,,,
SteveO'Neal,Steve,O'Neal,,,,,,
SteveOwen,Steve,Owen,,,,,,
SteveOwens,Steve,Owens,,,,,,
StevePelluer,Steve,Pelluer,,,,,,
StevePreece,Steve,Preece,,,,,,
SteveRamsey,Steve,Ramsey,,,,,,
SteveSlaton,Steve,Slaton,,,,,,
SteveSmith,Steve,Smith,,,,,,
SteveSmith2,Steve,Smith,,,,,,
SteveSmith3,Steve,Smith,,,,,,
SteveSmithNYG,Steve,Smith,,,,,,
SteveSpagnuolo,Steve,Spagnuolo,,,,,,
SteveSpurrior,Steve,Spurrior,,,,,,
SteveTannen,Steve,Tannen,,,,,,
SteveTasker,Steve,Tasker,,,,,,
SteveTensi,Steve,Tensi,,,,,,
SteveTisch,Steve,Tisch,,,,,,
SteveVanBuren,Steve,Van Buren,,,,,,
SteveWalsh,Steve,Walsh,,,,,,
SteveWilks,Steve,Wilks,,,,,,
SteveYoung,Steve,Young,,,,,,
SteveZabel,Steve,Zabel,,,,,,
StuVoigt,Stu,Voigt,,,,,,
SultanMcCollough,Sultan,McCollough,,,,,,
TaiwanJones,Taiwan,Jones,,,,,,
TakeoSpikes,Takeo,Spikes,,,,,,
TambaHali,Tamba,Hali,,,,,,
TanardJackson,Tanard,Jackson,,,,,,
TandonDoss,Tandon,Doss,,,,,,
TaraCheerleader,Tara,Cheerleader,,,,,,
TarellBrown,Tarell,Brown,,,,,,
TarvarisJackson,Tarvaris,Jackson,,,,,,
TashardChoice,Tashard,Choice,,,,,,
TatumBell,Tatum,Bell,,,,,,
TaureanHenderson,Taurean,Henderson,,,,,,
TaylorJacobs,Taylor,Jacobs,,,,,,
TaylorMays,Taylor,Mays,,,,,,
TaylorPrice,Taylor,Price,,,,,,
TedFritch,Ted,Fritch,,,,,,
TedGinnJr,Ted,Ginn Jr,,,,,,
TedHendricks,Ted,Hendricks,,,,,,
TedKwalick,Ted,Kwalick,,,,,,
TedLyons,Ted,Lyons,,,,,,
TedMarchibroda,Ted,Marchibroda,,,,,,
TedSimmons,Ted,Simmons,,,,,,
TedVactor,Ted,Vactor,,,,,,
TedWashington,Ted,Washington,,,,,,
TedWilliams,Ted,Williams,,,,,,
TedyBruschi,Tedy,Bruschi,,,,,,
TerranceEdwards,Terrance,Edwards,,,,,,
TerrellBuckley,Terrell,Buckley,,,,,,
TerrellDavis,Terrell,Davis,,,,,,
TerrellOwens,Terrell,Owens,,,,,,
TerrellSuggs,Terrell,Suggs,,,,,,
TerrellThomas,Terrell,Thomas,,,,,,
TerrenceCody,Terrence,Cody,,,,,,
TerrenceNewman,Terrence,Newman,,,,,,
TerrenceWhitehead,Terrence,Whitehead,,,,,,
TerryAllen,Terry,Allen,,,,,,
TerryBradshaw,Terry,Bradshaw,,,,,,
TerryGlenn,Terry,Glenn,,,,,,
TerryHanratty,Terry,Hanratty,,,,,,
TerryHermeling,Terry,Hermeling,,,,,,
TerryMetcalf,Terry,Metcalf,,,,,,
TerryOwens,Terry,Owens,,,,,,
TerryPegula,Terry,Pegula,,,,,,
TerrySteinbach,Terry,Steinbach,,,,,,
TexSchramm,Tex,Schramm,,,,,,
TheodoreRoosevelt,Theodore,Roosevelt,,,,,,
ThomasBrown,Thomas,Brown,,,,,,
ThomasEverett,Thomas,Everett,,,,,,
ThomasHenderson,Thomas,Henderson,,,,,,
ThomasJones,Thomas,Jones,,,,,,
ThomDarden,Thom,Darden,,,,,,
ThurmanThomas,Thurman,Thomas,,,,,,
TidusWinans,Tidus,Winans,,,,,,
TikiBarber,Tiki,Barber,,,,,,
TimBiakabutauka,Tim,Biakabutauka,,,,,,
TimBrown,Tim,Brown,,,,,,
TimFoley,Tim,Foley,,,,,,
TimHarris,Tim,Harris,,,,,,
TimHasselbeck,Tim,Hasselbeck,,,,,,
TimHightower,Tim,Hightower,,,,,,
TimJohnson,Tim,Johnson,,,,,,
TimKeefe,Tim,Keefe,,,,,,
TimMara,Tim,Mara,,,,,,
TimMcGee,Tim,McGee,,,,,,
TimmyNewsome,Timmy,Newsome,,,,,,
TimmySmith,Timmy,Smith,,,,,,
TimothyToone,Timothy,Toone,,,,,,
TimRaines,Tim,Raines,,,,,,
TimRattay,Tim,Rattay,,,,,,
TimRossovich,Tim,Rossovich,,,,,,
TimTebow,Tim,Tebow,,,,,,
TimWorley,Tim,Worley,,,,,,
TitusYoung,Titus,Young,,,,,,
TJDuckett,TJ,Duckett,,,,,,
TJGraham,TJ,Graham,,,,,,
TJHoushmandzadeh,TJ,Houshmandzadeh,,,,,,
TJWard,TJ,Ward,,,,,,
TJWilliams,TJ,Williams,,,,,,
TJYates,TJ,Yates,,,,,,
TobyGerhart,Toby,Gerhart,,,,,,
ToddBowles,Todd,Bowles,,,,,,
ToddCollins,Todd,Collins,,,,,,
ToddHaley,Todd,Haley,,,,,,
ToddHeap,Todd,Heap,,,,,,
ToddHusak,Todd,Husak,,,,,,
ToddMarinovich,Todd,Marinovich,,,,,,
ToddWatkins,Todd,Watkins,,,,,,
TodPinkston,Tod,Pinkston,,,,,,
TodySmith,Tody,Smith,,,,,,
TomBeer,Tom,Beer,,,,,,
TomBeier,Tom,Beier,,,,,,
TomBlanchard,Tom,Blanchard,,,,,,
TomBrady,Tom,Brady,,,,,,
TomCable,Tom,Cable,,,,,,
TomCarter,Tom,Carter,,,,,,
TomConnolly,Tom,Connolly,,,,,,
TomCoughlin,Tom,Coughlin,,,,,,
TomDempsey,Tom,Dempsey,,,,,,
TomDomres,Tom,Domres,,,,,,
TomDrougas,Tom,Drougas,,,,,,
TomFears,Tom,Fears,,,,,,
TomFlores,Tom,Flores,,,,,,
TomFunchess,Tom,Funchess,,,,,,
TomGlavine,Tom,Glavine,,,,,,
TomGraham,Tom,Graham,,,,,,
TomJackson,Tom,Jackson,,,,,,
TomJanik,Tom,Janik,,,,,,
TomKeating,Tom,Keating,,,,,,
TomLandry,Tom,Landry,,,,,,
TomMack,Tom,Mack,,,,,,
TomMatte,Tom,Matte,,,,,,
TomMcNeill,Tom,McNeill,,,,,,
TommieHarris,Tommie,Harris,,,,,,
TomMitchell,Tom,Mitchell,,,,,,
TommyAgee,Tommy,Agee,,,,,,
TommyCasanova,Tommy,Casanova,,,,,,
TomMyers,Tom,Myers,,,,,,
TommyFrazier,Tommy,Frazier,,,,,,
TommyHart,Tommy,Hart,,,,,,
TommyHudspeth,Tommy,Hudspeth,,,,,,
TommyLasorda,Tommy,Lasorda,,,,,,
TommyMcCarthy,Tommy,McCarthy,,,,,,
TommyMcDonald,Tommy,McDonald,,,,,,
TommyNobis,Tommy,Nobis,,,,,,
TommyProthro,Tommy,Prothro,,,,,,
TommyVardell,Tommy,Vardell,,,,,,
TomNeville,Tom,Neville,,,,,,
TomRafferty,Tom,Rafferty,,,,,,
TomRathman,Tom,Rathman,,,,,,
TomRegner,Tom,Regner,,,,,,
TomRoussel,Tom,Roussel,,,,,,
TomSeaver,Tom,Seaver,,,,,,
TomWoodeshick,Tom,Woodeshick,,,,,,
TomYawkey,Tom,Yawkey,,,,,,
TomZbikowski,Tom,Zbikowski,,,,,,
TonyBaker,Tony,Baker,,,,,,
TonyBanks,Tony,Banks,,,,,,
TonyBoselli,Tony,Boselli,,,,,,
TonyCanadeo,Tony,Canadeo,,,,,,
TonyCasillas,Tony,Casillas,,,,,,
TonyCollins,Tony,Collins,,,,,,
TonyDixon,Tony,Dixon,,,,,,
TonyDorsett,Tony,Dorsett,,,,,,
TonyDungy,Tony,Dungy,,,,,,
TonyEason,Tony,Eason,,,,,,
TonyFiammetta,Tony,Fiammetta,,,,,,
TonyFritsch,Tony,Fritsch,,,,,,
TonyGonzalez,Tony,Gonzalez,,,,,,
TonyGwynn,Tony,Gwynn,,,,,,
TonyHill,Tony,Hill,,,,,,
TonyIommi,Tony,Iommi,,,,,,
TonyLaRussa,Tony,La Russa,,,,,,
TonyLazzeri,Tony,Lazzeri,,,,,,
TonyMandarich,Tony,Mandarich,,,,,,
TonyMcGee,Tony,McGee,,,,,,
TonyMoeaki,Tony,Moeaki,,,,,,
TonyPérez,Tony,Pérez,,,,,,
TonyPeters,Tony,Peters,,,,,,
TonyPike,Tony,Pike,,,,,,
TonyRomo,Tony,Romo,,,,,,
TonyScheffler,Tony,Scheffler,,,,,,
TonySparano,Tony,Sparano,,,,,,
TonyTolbert,Tony,Tolbert,,,,,,
TonyUgoh,Tony,Ugoh,,,,,,
TonyWoods,Tony,Woods,,,,,,
TorgyTorgeson,Torgy,Torgeson,,,,,,
TorreySmith,Torrey,Smith,,,,,,
TorryHolt,Torry,Holt,,,,,,
TracyRocker,Tracy,Rocker,,,,,,
TramonWilliams,Tramon,Williams,,,,,,
TravisBeckum,Travis,Beckum,,,,,,
TravisDaniels,Travis,Daniels,,,,,,
TravisJackson,Travis,Jackson,,,,,,
TravisKelce,Travis,Kelce,,,,,,
TravisLulay,Travis,Lulay,,,,,,
TravisWilson,Travis,Wilson,,,,,,
TreaTurner,Trea,Turner,,,,,,
TreJohnson,Tre,Johnson,,,,,,
TrentCole,Trent,Cole,,,,,,
TrentDilfer,Trent,Dilfer,,,,,,
TrentEdwards,Trent,Edwards,,,,,,
TrentGreen,Trent,Green,,,,,,
TrentRichardson,Trent,Richardson,,,,,,
TrentWilliams,Trent,Williams,,,,,,
TrevorBauer,Trevor,Bauer,,,,,,
TrevorDavis,Trevor,Davis,,,,,,
TrevorHoffman,Trevor,Hoffman,,,,,,
TriandosLuke,Triandos,Luke,,,,,,
TrisSpeaker,Tris,Speaker,,,,,,
TroyAikman,Troy,Aikman,,,,,,
TroyBergeron,Troy,Bergeron,,,,,,
TroyHambrick,Troy,Hambrick,,,,,,
TroyPolamalu,Troy,Polamalu,,,,,,
TroySmith,Troy,Smith,,,,,,
TroyWilliamson,Troy,Williamson,,,,,,
TrungCandidate,Trung,Candidate,,,,,,
TuckerFrederickson,Tucker,Frederickson,,,,,,
TuffyLeemans,Alphonse,Leemans,,,,Tuffy,,
TunchIlkin,Tunch,Ilkin,,,,,,
TurkEdwards,Albert,Edwards,Glen,,,Turk,,
TurkeyStearnes,Turkey,Stearnes,,,,,,
TyCobb,Tyrus,Cobb,Raymond,,Ty,The Georgia Peach,12/18/1886,7/17/1961
TyDetmer,Ty,Detmer,,,,,,
TyeHill,Tye,Hill,,,,,,
TYHilton,TY,Hilton,,,,,,
TyLaw,Ty,Law,,,,,,
TylerPalko,Tyler,Palko,,,,,,
TylerThigpen,Tyler,Thigpen,,,,,,
TymeneZimmerman,Tymene,Zimmerman,,,,,,
TyrodTaylor,Tyrod,Taylor,,,,,,
TyroneStowe,Tyrone,Stowe,,,,,,
TyronSmith,Tyron,Smith,,,,,,
TysonJackson,Tyson,Jackson,,,,,,
UlyssesSGrant,Ulysses S,Grant,,,,,,
UsamaYoung,Usama,Young,,,,,,
VagasFerguson,Vagas,Ferguson,,,,,,
VaiSikahema,Vai,Sikahema,,,,,,
VanceJoseph,Vance,Joseph,,,,,,
VerlonBiggs,Verlon,Biggs,,,,,,
VernandMorency,Vernand,Morency,,,,,,
VernDenHerder,Vern,Den Herder,,,,,,
VernHolland,Vern,Holland,,,,,,
VernonDavis,Vernon,Davis,,,,,,
VernonDean,Vernon,Dean,,,,,,
VernonGhoulston,Vernon,Ghoulston,,,,,,
VernWinfield,Vern,Winfield,,,,,,
VicJanowicz,Vic,Janowicz,,,,,,
VictorCruz,Victor,Cruz,,,,,,
VicWashington,Vic,Washington,,,,,,
VicWillis,Vic,Willis,,,,,,
VinceAlbritton,Vince,Albritton,,,,,,
VinceClements,Vince,Clements,,,,,,
VinceFerragamo,Vince,Ferragamo,,,,,,
VinceHall,Vince,Hall,,,,,,
VinceLombardi,Vince,Lombardi,,,,,,
VincentBrown,Vincent,Brown,,,,,,
VincentJackson,Vincent,Jackson,,,,,,
VincePapale,Vince,Papale,,,,,,
VincePromuto,Vince,Promuto,,,,,,
VinceTobin,Vince,Tobin,,,,,,
VinceWilfork,Vince,Wilfork,,,,,,
VinceYoung,Vince,Young,,,,,,
VinnieJohnson,Vinnie,Johnson,,,,,,
VinnyTesteverde,Vinny,Testeverde,,,,,,
VinsonSmith,Vinson,Smith,,,,,,
VirgilCarter,Virgil,Carter,,,,,,
VirgilGreen,Virgil,Green,,,,,,
VirginiaHalasMcCaskey,Virginia Halas,McCaskey,,,,,,
VisantheShiancoe,Visanthe,Shiancoe,,,,,,
VladimirGuerrero,Vladimir,Guerrero,,,,,,
VonMiller,Von,Miller,,,,,,
VontaeDavis,Vontae,Davis,,,,,,
VontaLeach,Vonta,Leach,,,,,,
WadeBoggs,Wade,Boggs,,,,,,
WadeKey,Wade,Key,,,,,,
WadePhillips,Wade,Phillips,,,,,,
WadeWilson,Wade,Wilson,,,,,,
WaiteHoyt,Waite,Hoyt,,,,,,
WaliLundy,Wali,Lundy,,,,,,
WalkerGillette,Walker,Gillette,,,,,,
WallyChambers,Wally,Chambers,,,,,,
WallyHilgenberg,Wally,Hilgenberg,,,,,,
WallyLemm,Wally,Lemm,,,,,,
WalterAbercrombie,Walter,Abercrombie,,,,,,
WalterAlston,Walter,Alston,,,,,,
WalterJohnson,Walter,Johnson,,,,,,
WalterJones,Walter,Jones,,,,,,
WalterKennedy,Walter,Kennedy,,,,,,
WalterOMalley,Walter,O'Malley,,,,,,
WalterPayton,Walter,Payton,,,,,,
WalterRock,Walter,Rock,,,,,,
WalterStanley,Walter,Stanley,,,,,,
WaltGarrison,Walt,Garrison,,,,,,
WaltKiesling,Walt,Kiesling,,,,,,
WaltMichaels,Walt,Michaels,,,,,,
WaltPatulski,Walt,Patulski,,,,,,
WaltSuggs,Walt,Suggs,,,,,,
WaltSumner,Walt,Sumner,,,,,,
WaltSweeney,Walt,Sweeney,,,,,,
WaneMcgarity,Wane,Mcgarity,,,,,,
WarrenGiles,Warren,Giles,,,,,,
WarrenMoon,Warren,Moon,,,,,,
WarrenSapp,Warren,Sapp,,,,,,
WarrenSpahn,Warren,Spahn,,,,,,
WarrickDunn,Warrick,Dunn,,,,,,
WayneChrebet,Wayne,Chrebet,,,,,,
WayneColman,Wayne,Colman,,,,,,
WayneFontes,Wayne,Fontes,,,,,,
WayneMillner,Wayne,Millner,,,,,,
WayneMulligan,Wayne,Mulligan,,,,,,
WaynePatrick,Wayne,Patrick,,,,,,
WayneRasmussen,Wayne,Rasmussen,,,,,,
WebsterSlaughter,Webster,Slaughter,,,,,,
Weeb Ewbank,Weeb,Ewbank,,,,,,
WeebEwbank,Weeb,Ewbank,,,,,,
WellingtonMara,Wellington,Mara,,,,,,
WendellHayes,Wendell,Hayes,,,,,,
WendellMathis,Wendell,Mathis,,,,,,
WesChandler,Wes,Chandler,,,,,,
WesChesson,Wes,Chesson,,,,,,
WesleyWalker,Wesley,Walker,,,,,,
WesWelker,Wes,Welker,,,,,,
WhiteyFord,Whitey,Ford,,,,,,
WhiteyHerzog,Whitey,Herzog,,,,,,
WhitneyMercilus,Whitney,Mercilus,,,,,,
WilbertMontgomery,Wilbert,Montgomery,,,,,,
WilbertRobinson,Wilbert,Robinson,,,,,,
WilburJackson,Wilbur,Jackson,,,,,,
WilburMarshall,Wilbur,Marshall,,,,,,
WildCard,Wild,Card,,,,,,
WillardBrown,Willard,Brown,,,,,,
WillClark,Will,Clark,,,,,,
WillFurrer,Will,Furrer,,,,,,
WillHarridge,Will,Harridge,,,,,,
WilliamAndrews,William,Andrews,,,,,,
WilliamEckert,William,Eckert,,,,,,
WilliamFloyd,William,Floyd,,,,,,
WilliamGreen,William,Green,,,,,,
WilliamHenryDietz,William,Dietz,Henry,,,,,
WilliamHulbert,William,Hulbert,,,,,,
WilliamLyman,William,Lyman,,,,,,
WilliamMcKinley,William,McKinley,,,,,,
WilliamMiddleton,William,Middleton,,,,,,
WilliamMoore,William,Moore,,,,,,
WilliamPerry,William,Perry,,,,,,
WilliamThomas,William,Thomas,,,,,,
WillieAlexander,Willie,Alexander,,,,,,
WillieBroughton,Willie,Broughton,,,,,,
WillieBrown,Willie,Brown,,,,,,
WillieBuchanon,Willie,Buchanon,,,,,,
WillieDavis,Willie,Davis,,,,,,
WillieEllison,Willie,Ellison,,,,,,
WillieGault,Willie,Gault,,,,,,
WillieHolman,Willie,Holman,,,,,,
WillieKeeler,Willie,Keeler,,,,,,
WillieLanier,Willie,Lanier,,,,,,
WillieMays,Willie,Mays,,,,,,
WillieMcCovey,Willie,McCovey,,,,,,
WillieMcGinest,Willie,McGinest,,,,,,
WillieParker,Willie,Parker,,,,,,
WillieRichardson,Willie,Richardson,,,,,,
WillieRoaf,Willie,Roaf,,,,,,
WillieStargell,Willie,Stargell,,,,,,
WillieWells,Willie,Wells,,,,,,
WillieWilliams,Willie,Williams,,,,,,
WillieWood,Willie,Wood,,,,,,
WillieYoung,Willie,Young,,,,,,
WillisMcGahee,Willis,McGahee,,,,,,
WillShields,Will,Shields,,,,,,
WinstonHill,Winston,Hill,,,,,,
WinstonJustice,Winston,Justice,,,,,,
WKHicks,WK,Hicks,,,,,,
WoodyPeoples,Woody,Peoples,,,,,,
XavierAdibi,Xavier,Adibi,,,,,,
YaleLary,Yale,Lary,,,,,,
YamonFigurs,Yamon,Figurs,,,,,,
YATittle,Y.A.,Tittle,,,,,,
YogiBerra,Yogi,Berra,,,,,,
ZachMiller,Zach,Miller,,,,,,
ZachThomas,Zach,Thomas,,,,,,
ZackWheat,Zack,Wheat,,,,,,
ZacRobinson,Zac,Robinson,,,,,,
ZakDeossie,Zak,Deossie,,,,,,
ZekeBratkowski,Zeke,Bratkowski,,,,,,
ZekeMoore,Zeke,Moore,,,,,,
ZygiWilf,Zygi,Wilf,,,,,,
